Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45915432,03/30/2020 05:38:34 PM,03/30/2020 06:09:33 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11201,85 JAY STREET,JAY STREET,FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,,BROOKLYN,JAY STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 10:09:38 PM,02 BROOKLYN,3000540001,BROOKLYN,987937,195057,PHONE,Unspecified,BROOKLYN,,,,,,,,40.702062405099700,-73.98670260001980,"(40.702062405099724, -73.98670260001978)"
45919303,03/30/2020 02:00:28 PM,03/30/2020 02:04:29 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10009,218 AVENUE B,AVENUE B,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,,NEW YORK,AVENUE B,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 06:04:30 PM,03 MANHATTAN,1004070036,MANHATTAN,990228,204836,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72890216854150,-73.97843127904540,"(40.72890216854149, -73.97843127904541)"
45919270,03/30/2020 10:27:08 AM,03/30/2020 10:32:07 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10009,218 AVENUE B,AVENUE B,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,,NEW YORK,AVENUE B,,Closed,,Your request can not be processed at this time because of insufficient contact information. Please c,03/30/2020 02:32:08 PM,03 MANHATTAN,1004070036,MANHATTAN,990228,204836,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72890216854150,-73.97843127904540,"(40.72890216854149, -73.97843127904541)"
45918086,03/30/2020 01:58:32 PM,03/30/2020 04:32:37 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11691,19-01 MOTT AVENUE,MOTT AVENUE,BEACH   19 STREET,SMITH PLACE,BEACH   19 STREET,SMITH PLACE,,FAR ROCKAWAY,MOTT AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 08:32:41 PM,14 QUEENS,4155610034,QUEENS,1053168,159291,PHONE,Unspecified,QUEENS,,,,,,,,40.603625329478500,-73.75180898991950,"(40.603625329478525, -73.75180898991947)"
45919916,03/30/2020 01:47:34 PM,03/30/2020 04:06:16 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11217,61 BOND STREET,BOND STREET,SCHERMERHORN STREET,STATE STREET,SCHERMERHORN STREET,STATE STREET,,BROOKLYN,BOND STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 08:06:19 PM,02 BROOKLYN,3001720005,BROOKLYN,988637,189884,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.687863400680400,-73.9841813746569,"(40.687863400680406, -73.9841813746569)"
45915400,03/30/2020 10:14:02 AM,03/30/2020 10:36:55 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11221,965 MADISON STREET,MADISON STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,,BROOKLYN,MADISON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 02:36:59 PM,04 BROOKLYN,3033570058,BROOKLYN,1006655,190248,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68883522584030,-73.91921096087600,"(40.68883522584032, -73.91921096087601)"
45917633,03/30/2020 01:56:55 PM,03/30/2020 02:50:54 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11211,443 GRAHAM AVENUE,GRAHAM AVENUE,FROST STREET,RICHARDSON STREET,FROST STREET,RICHARDSON STREET,,BROOKLYN,GRAHAM AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 06:50:56 PM,01 BROOKLYN,3027340024,BROOKLYN,999485,201035,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71845824634070,-73.94504048337820,"(40.71845824634069, -73.94504048337824)"
45918461,03/30/2020 11:49:46 AM,03/30/2020 01:53:23 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11222,12 ECKFORD STREET,ECKFORD STREET,MANHATTAN AVENUE,ENGERT AVENUE,MANHATTAN AVENUE,ENGERT AVENUE,,BROOKLYN,ECKFORD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 05:53:24 PM,01 BROOKLYN,3027140033,BROOKLYN,998710,201846,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72068554639610,-73.9478345149923,"(40.72068554639611, -73.9478345149923)"
45915353,03/30/2020 05:29:15 PM,03/30/2020 11:12:38 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10031,476 WEST  144 STREET,WEST  144 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,,NEW YORK,WEST  144 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/31/2020 03:12:41 AM,09 MANHATTAN,1020590031,MANHATTAN,998769,239603,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82431851268530,-73.94754009474180,"(40.82431851268528, -73.94754009474181)"
45920074,03/31/2020 12:21:17 AM,,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11229,1961 EAST   29 STREET,EAST   29 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,EAST   29 STREET,,In Progress,,,,15 BROOKLYN,3073080063,BROOKLYN,999946,159148,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60348690737640,-73.94347495464470,"(40.60348690737637, -73.94347495464471)"
45915368,03/30/2020 01:46:19 PM,03/30/2020 02:50:24 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11222,63 COMMERCIAL STREET,COMMERCIAL STREET,CLAY STREET,BOX STREET,CLAY STREET,BOX STREET,,BROOKLYN,COMMERCIAL STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 06:50:26 PM,01 BROOKLYN,,BROOKLYN,996021,207724,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.73682320599500,-73.95752499103280,"(40.73682320599504, -73.95752499103284)"
45917767,03/30/2020 10:55:16 PM,03/30/2020 11:08:38 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11224,2950 WEST   35 STREET,WEST   35 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,,BROOKLYN,WEST   35 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/31/2020 03:08:41 AM,13 BROOKLYN,3070460022,BROOKLYN,984113,148341,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57383774922040,-74.00049315069210,"(40.57383774922037, -74.00049315069208)"
45915385,03/30/2020 08:30:55 AM,03/30/2020 08:33:44 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11222,BELL SLIP,BELL SLIP,BELL SLIP,CLAY STREET,BELL SLIP,CLAY STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 12:33:45 PM,01 BROOKLYN,,BROOKLYN,995747,207525,PHONE,Unspecified,BROOKLYN,,,,,,,,40.736277360652100,-73.95851404496230,"(40.736277360652075, -73.95851404496229)"
45918516,03/30/2020 05:04:28 PM,03/30/2020 06:04:31 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11205,414 MYRTLE AVENUE,MYRTLE AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,,BROOKLYN,MYRTLE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 10:04:35 PM,02 BROOKLYN,3019010027,BROOKLYN,992777,191799,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69311661393080,-73.96925095787830,"(40.69311661393076, -73.96925095787829)"
45918813,03/30/2020 06:10:27 PM,03/30/2020 06:18:21 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Park/Playground,10473,SOUNDVIEW PARK,SOUNDVIEW PARK,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,,BRONX,SOUNDVIEW PARK,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 10:18:22 PM,09 BRONX,2035430105,BRONX,1018751,237301,PHONE,Unspecified,BRONX,,,,,,,,40.81794473200580,-73.87535323738420,"(40.81794473200576, -73.87535323738419)"
45916891,03/30/2020 03:45:23 PM,03/30/2020 07:15:42 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10002,45 STANTON STREET,STANTON STREET,FORSYTH STREET,ELDRIDGE STREET,FORSYTH STREET,ELDRIDGE STREET,,NEW YORK,STANTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 11:15:44 PM,03 MANHATTAN,1004210052,MANHATTAN,986799,202372,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72214073994470,-73.99080409978920,"(40.72214073994466, -73.99080409978919)"
45918489,03/30/2020 11:45:37 AM,03/30/2020 01:41:52 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11205,32 RYERSON STREET,RYERSON STREET,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,,BROOKLYN,RYERSON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 05:41:52 PM,02 BROOKLYN,,BROOKLYN,993777,193155,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69683749918380,-73.96564296059250,"(40.69683749918381, -73.96564296059246)"
45920795,03/30/2020 06:06:49 PM,03/30/2020 07:54:46 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10455,826 WESTCHESTER AVENUE,WESTCHESTER AVENUE,EAST  158 STREET,EAST  160 STREET,EAST  158 STREET,EAST  160 STREET,,BRONX,WESTCHESTER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 11:54:49 PM,01 BRONX,2026760049,BRONX,1011300,237797,PHONE,Unspecified,BRONX,,,,,,,,40.81933206993470,-73.9022705202308,"(40.81933206993466, -73.9022705202308)"
45920328,03/30/2020 11:44:44 AM,03/30/2020 07:05:51 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11235,1315 AVENUE Z,AVENUE Z,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,,BROOKLYN,AVENUE Z,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 11:05:53 PM,15 BROOKLYN,3074340042,BROOKLYN,996599,153445,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58783861946490,-73.95553872310050,"(40.58783861946487, -73.95553872310049)"
45915427,03/30/2020 06:05:56 PM,03/30/2020 08:51:06 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10035,1 AVENUE,1 AVENUE,1 AVENUE,EAST  124 STREET,1 AVENUE,EAST  124 STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/31/2020 12:51:07 AM,11 MANHATTAN,,MANHATTAN,1003139,231103,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80098012408700,-73.9317743805035,"(40.80098012408703, -73.9317743805035)"
45916289,03/30/2020 11:33:52 AM,03/30/2020 11:59:18 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11206,LORIMER STREET,LORIMER STREET,LORIMER STREET,SCHOLES STREET,LORIMER STREET,SCHOLES STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 03:59:21 PM,01 BROOKLYN,,BROOKLYN,998550,197336,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70830693592220,-73.9484213064407,"(40.70830693592218, -73.9484213064407)"
45920974,03/30/2020 09:24:22 AM,03/30/2020 02:28:35 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11215,237 11 STREET,11 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,,BROOKLYN,11 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 06:28:37 PM,06 BROOKLYN,3010150043,BROOKLYN,986958,183160,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66940821573790,-73.99023820731340,"(40.66940821573786, -73.99023820731337)"
45920201,03/30/2020 02:22:25 PM,03/30/2020 03:00:17 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Park/Playground,11229,MARINE PARK,MARINE PARK,AVENUE V,WHITNEY AVENUE,AVENUE V,WHITNEY AVENUE,,BROOKLYN,MARINE PARK,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 07:00:19 PM,18 BROOKLYN,3085900600,BROOKLYN,1003602,158178,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60081722577980,-73.93031160938720,"(40.60081722577983, -73.93031160938723)"
45919939,03/30/2020 06:14:29 PM,03/30/2020 08:08:59 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11222,533 MEEKER AVENUE,MEEKER AVENUE,RUSSELL STREET,NORTH HENRY STREET,RUSSELL STREET,NORTH HENRY STREET,,BROOKLYN,MEEKER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/31/2020 12:09:01 AM,01 BROOKLYN,3027280001,BROOKLYN,999915,201880,PHONE,Unspecified,BROOKLYN,,,,,,,,40.72077681648230,-73.94348731327000,"(40.72077681648233, -73.94348731326997)"
45920311,03/30/2020 06:13:37 PM,03/30/2020 08:34:53 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10027,260 LENOX AVENUE,LENOX AVENUE,WEST  123 STREET,WEST  124 STREET,WEST  123 STREET,WEST  124 STREET,,NEW YORK,LENOX AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/31/2020 12:35:00 AM,10 MANHATTAN,1017210035,MANHATTAN,999116,233162,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80663919669060,-73.94630058482070,"(40.80663919669058, -73.94630058482072)"
45920019,03/30/2020 10:23:35 AM,03/30/2020 11:29:52 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10012,26 BLEECKER STREET,BLEECKER STREET,ELIZABETH STREET,MOTT STREET,ELIZABETH STREET,MOTT STREET,,NEW YORK,BLEECKER STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 03:30:14 PM,02 MANHATTAN,1005210037,MANHATTAN,986055,203619,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72556363586900,-73.9934878570378,"(40.72556363586897, -73.9934878570378)"
45916982,03/30/2020 10:01:25 AM,03/30/2020 11:30:10 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10019,41 WEST   58 STREET,WEST   58 STREET,GRAND ARMY PLAZA,AVENUE OF THE AMERICAS,GRAND ARMY PLAZA,AVENUE OF THE AMERICAS,,NEW YORK,WEST   58 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 03:30:14 PM,05 MANHATTAN,1012740006,MANHATTAN,991111,217768,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.764396619726400,-73.97523220826240,"(40.764396619726384, -73.97523220826244)"
45920313,03/30/2020 01:27:12 PM,03/30/2020 02:52:35 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11222,329 GREENPOINT AVENUE,GREENPOINT AVENUE,HUMBOLDT STREET,RUSSELL STREET,HUMBOLDT STREET,RUSSELL STREET,,BROOKLYN,GREENPOINT AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 06:52:36 PM,01 BROOKLYN,3025250001,BROOKLYN,999141,205780,PHONE,Unspecified,BROOKLYN,,,,,,,,40.73148270284830,-73.94627094704090,"(40.73148270284829, -73.94627094704092)"
45916861,03/30/2020 07:06:57 AM,03/30/2020 03:24:02 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11418,87-42 111 STREET,111 STREET,JAMAICA AVENUE,91 AVENUE,JAMAICA AVENUE,91 AVENUE,,RICHMOND HILL,111 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 07:24:03 PM,09 QUEENS,4093000101,QUEENS,1029453,193062,ONLINE,Unspecified,QUEENS,,,,,,,,40.696471918346200,-73.83698608239000,"(40.696471918346155, -73.83698608239004)"
45915422,03/30/2020 01:19:36 PM,03/30/2020 01:25:16 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10312,1281 ARTHUR KILL ROAD,ARTHUR KILL ROAD,WOODROW ROAD,KENILWORTH AVENUE,WOODROW ROAD,KENILWORTH AVENUE,,STATEN ISLAND,ARTHUR KILL ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 05:25:19 PM,03 STATEN ISLAND,5059000120,STATEN ISLAND,933432,145353,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.565490648966900,-74.1829037861149,"(40.565490648966865, -74.1829037861149)"
45920252,03/30/2020 09:59:06 AM,03/30/2020 01:52:38 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10001,500 WEST   25 STREET,WEST   25 STREET,10 AVENUE,HIGH LINE,10 AVENUE,HIGH LINE,,NEW YORK,WEST   25 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 05:52:40 PM,04 MANHATTAN,1006960038,MANHATTAN,983328,212158,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74900121442360,-74.00332759456740,"(40.74900121442357, -74.00332759456737)"
45916325,03/30/2020 10:07:21 AM,03/30/2020 10:32:01 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10314,MANOR ROAD,MANOR ROAD,MANOR ROAD,NORTH GANNON AVENUE,MANOR ROAD,NORTH GANNON AVENUE,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 02:32:03 PM,01 STATEN ISLAND,,STATEN ISLAND,950529,161602,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.610172372517100,-74.12144956780020,"(40.610172372517134, -74.12144956780016)"
45916357,03/30/2020 07:45:51 AM,03/30/2020 09:14:47 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10012,525 BROADWAY,BROADWAY,BROOME STREET,SPRING STREET,BROOME STREET,SPRING STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 01:14:50 PM,02 MANHATTAN,1004840009,MANHATTAN,984523,202611,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7227971001816,-73.99901510181330,"(40.7227971001816, -73.99901510181334)"
45918860,03/30/2020 11:33:38 AM,03/30/2020 12:38:12 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11238,FULTON STREET,FULTON STREET,FULTON STREET,WAVERLY AVENUE,FULTON STREET,WAVERLY AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 04:38:15 PM,02 BROOKLYN,,BROOKLYN,993717,188211,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68326742279290,-73.96586628497470,"(40.68326742279287, -73.96586628497468)"
45916151,03/30/2020 01:40:02 PM,03/30/2020 03:10:14 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10454,256 ST ANNS AVENUE,ST ANNS AVENUE,EAST  138 STREET,EAST  139 STREET,EAST  138 STREET,EAST  139 STREET,,BRONX,ST ANNS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 07:10:15 PM,01 BRONX,2025510003,BRONX,1007162,233362,ONLINE,Unspecified,BRONX,,,,,,,,40.80717093947930,-73.91723591175070,"(40.80717093947925, -73.91723591175067)"
45915359,03/30/2020 02:28:09 PM,03/30/2020 04:12:23 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10001,10 AVENUE,10 AVENUE,10 AVENUE,WEST   34 STREET,10 AVENUE,WEST   34 STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 08:12:25 PM,04 MANHATTAN,,MANHATTAN,984487,214192,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75458407465370,-73.99914457048940,"(40.75458407465372, -73.99914457048935)"
45918134,03/30/2020 09:25:24 AM,03/30/2020 10:29:21 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11211,241 NORTH    8 STREET,NORTH    8 STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,,BROOKLYN,NORTH    8 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 02:29:22 PM,01 BROOKLYN,3023140001,BROOKLYN,996991,200310,PHONE,Unspecified,BROOKLYN,,,,,,,,40.7164722389383,-73.95403883673200,"(40.7164722389383, -73.95403883673195)"
45920712,03/30/2020 11:38:36 PM,03/31/2020 01:49:16 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10475,100 BENCHLEY PLACE,BENCHLEY PLACE,BELLAMY LOOP,DEAD END,BELLAMY LOOP,DEAD END,,BRONX,BENCHLEY PLACE,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,03/31/2020 05:49:19 AM,10 BRONX,2051410120,BRONX,1032375,257733,PHONE,Unspecified,BRONX,,,,,,,,40.87396073762790,-73.82598530833540,"(40.87396073762789, -73.82598530833539)"
45917226,03/30/2020 06:24:03 AM,03/30/2020 08:43:10 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10021,505 EAST   70 STREET,EAST   70 STREET,YORK AVENUE,FDR DRIVE SB ENTRANCE E   73 ST,YORK AVENUE,FDR DRIVE SB ENTRANCE E   73 ST,,NEW YORK,EAST   70 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 12:43:11 PM,08 MANHATTAN,1014820001,MANHATTAN,996901,218135,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76539755038280,-73.95432997342750,"(40.76539755038278, -73.95432997342753)"
45917328,03/30/2020 10:27:10 AM,03/30/2020 11:02:40 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10016,22 EAST   38 STREET,EAST   38 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,,NEW YORK,EAST   38 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 03:02:44 PM,06 MANHATTAN,1008670055,MANHATTAN,989543,212587,PHONE,Unspecified,MANHATTAN,,,,,,,,40.750177175176100,-73.98089667126480,"(40.750177175176105, -73.98089667126479)"
45920054,03/30/2020 07:59:51 PM,03/30/2020 10:04:05 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11209,3 AVENUE,3 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/31/2020 02:04:09 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
45918848,03/30/2020 08:39:02 AM,03/30/2020 10:46:10 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10467,3651 JEROME AVENUE,JEROME AVENUE,EAST  213 STREET,,EAST  213 STREET,,,BRONX,JEROME AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 02:46:13 PM,26 BRONX,2059000001,BRONX,1017736,262046,PHONE,Unspecified,BRONX,,,,,,,,40.885866250082800,-73.87889667487220,"(40.885866250082785, -73.87889667487221)"
45918508,03/30/2020 01:54:25 PM,03/30/2020 01:56:07 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11419,109-03 LIBERTY AVENUE,LIBERTY AVENUE,109 STREET,110 STREET,109 STREET,110 STREET,,SOUTH RICHMOND HILL,LIBERTY AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 05:56:09 PM,10 QUEENS,4095140028,QUEENS,1030680,188586,ONLINE,Unspecified,QUEENS,,,,,,,,40.6841799992306,-73.8325920564195,"(40.6841799992306, -73.8325920564195)"
45919286,03/30/2020 08:47:53 PM,03/30/2020 10:16:55 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11201,85 FLATBUSH AVENUE EXTENSION,FLATBUSH AVENUE EXTENSION,CATHEDRAL PLACE,TILLARY STREET,CATHEDRAL PLACE,TILLARY STREET,,BROOKLYN,FLATBUSH AVENUE EXTENSION,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/31/2020 02:16:56 AM,02 BROOKLYN,3001207503,BROOKLYN,988486,193019,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69646832510610,-73.98472387844360,"(40.69646832510613, -73.98472387844356)"
45917748,03/30/2020 09:48:33 AM,03/30/2020 09:58:04 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11219,1245 61 STREET,61 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,,BROOKLYN,61 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 01:58:06 PM,12 BROOKLYN,3057180016,BROOKLYN,984161,168432,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62898346415710,-74.00032063268250,"(40.62898346415713, -74.00032063268254)"
45918780,03/30/2020 09:55:00 AM,03/30/2020 11:53:22 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11201,625 FULTON STREET,FULTON STREET,HUDSON AVENUE,ROCKWELL PLACE,HUDSON AVENUE,ROCKWELL PLACE,,BROOKLYN,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 03:53:27 PM,02 BROOKLYN,3020940001,BROOKLYN,989784,190140,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.688565419045800,-73.98004531694110,"(40.688565419045815, -73.98004531694112)"
45920257,03/30/2020 10:05:47 AM,03/30/2020 11:42:18 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10022,122 EAST   60 STREET,EAST   60 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,,NEW YORK,EAST   60 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 03:42:19 PM,08 MANHATTAN,1013940007,MANHATTAN,993003,217308,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76313236763700,-73.96840280311650,"(40.76313236763695, -73.96840280311645)"
